3437,366,1,1,10/02/2007,null,13,L,-,56.25,0.00,0.28,0.00,0.00,A,23.43,32.54
4949,538,1,1,14/01/2007,null,10,L,-,114.00,0.00,0.76,0.00,3.00,A,49.41,63.83
6871,783,1,1,30/08/2006,null,3,L,-,362.00,0.00,0.23,0.00,0.00,A,68.60,293.17
9913,1170,1,1,28/09/2006,null,2,L,-,190.00,0.00,0.00,0.00,0.00,A,0.00,190.00
18041,2279,1,1,05/05/2007,null,3,L,-,102.00,0.00,0.60,0.00,0.00,A,33.98,67.42
18655,2354,1,1,09/03/2007,null,1,L,-,2619.00,0.00,0.00,0.00,0.00,A,0.00,2619.00
22951,2977,1,1,21/07/2007,null,2,L,-,180.00,0.00,0.86,0.00,0.00,A,41.76,137.38
25037,3266,1,1,06/08/2007,null,1,L,-,84.00,0.00,0.74,0.00,0.00,A,16.76,66.50
25038,3266,1,1,06/09/2007,null,2,L,-,84.00,0.00,0.74,0.00,0.00,A,16.76,66.50
26717,3496,1,1,05/10/2007,null,2,L,-,208.00,0.00,0.56,0.00,0.00,A,26.11,181.33
26727,3498,1,1,30/06/2008,null,6,L,-,210.00,0.00,0.46,0.00,0.00,A,67.96,141.58
35068,4684,41,1,29/04/2008,null,2,L,-,150.00,0.00,0.00,0.00,0.00,A,0.00,150.00
36646,4930,1,1,02/11/2008,null,8,L,-,285.00,0.00,0.28,0.00,0.00,A,79.89,204.83
38700,5257,1,1,28/03/2009,null,11,L,-,282.00,0.00,0.83,0.00,0.00,A,90.42,190.75
40247,5510,2,1,16/05/2008,null,0,L,-,300.00,0.00,0.00,0.00,0.00,A,0.00,300.00
40259,5510,43,1,16/05/2009,null,12,L,-,228.00,0.00,0.26,0.00,20.00,A,73.86,153.88
52748,7297,43,1,31/08/2009,null,8,L,-,168.00,0.00,0.50,0.00,0.00,A,42.50,125.00
56631,7814,1,1,04/06/2010,null,14,L,-,55.00,0.00,1.24,0.00,14.00,A,11.43,42.33
